KO	ID	KCLASS	KPATH	EC	NAME
K04733	IRAK4	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.1	interleukin-1 receptor-associated kinase 4
K03175	TRAF6	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TNF receptor-associated factor 6
K03156	TNFA	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor superfamily, member 2
K03158	TNFRSF1A	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor receptor superfamily member 1A
K02861	RIPK1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.1	receptor-interacting serine/threonine-protein kinase 1
K03171	TRADD	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor receptor type 1-associated DEATH domain protein
K03173	TRAF2	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TNF receptor-associated factor 2
K09849	TRAF5	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TNF receptor-associated factor 5
K16060	BIRC2_3	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	baculoviral IAP repeat-containing protein 2/3
K12646	DDX58	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	3.6.3.14	ATP-dependent RNA helicase DDX58
K10652	TRIM25	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tripartite motif-containing protein 25
K05399	LBP	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	lipopolysaccharide-binding protein
K04391	CD14	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	CD14 antigen
K10160	TLR4	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	toll-like receptor 4
K05400	LY96	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	lymphocyte antigen 96
K05403	TIRAP	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
K05409	TIRP	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TRIF-related adaptor molecule
K05842	TRIF	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	toll-like receptor adapter molecule 1
K03161	TNFSF5	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor ligand superfamily member 5
K03160	TNFRSF5	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor receptor superfamily member 5
K03174	TRAF3	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TNF receptor-associated factor 3
K05473	TNFSF11	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor ligand superfamily member 11
K05147	TNFRSF11A	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor receptor superfamily member 11A
K05468	LTA	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	lymphotoxin alpha (TNF superfamily, member 1)
K03157	LTB	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	lymphotoxin beta (TNF superfamily, member 3)
K05477	TNFSF14	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor ligand superfamily member 14
K03159	TNFRSF3	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	lymphotoxin beta receptor TNFR superfamily member 3
K04466	MAP3K14	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 14
K04427	MAP3K7	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 7
K04403	MAP3K7IP1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TAK1-binding protein 1
K04404	MAP3K7IP2	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TAK1-binding protein 2
K12793	MAP3K7IP3	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TAK1-binding protein 3
K05476	TNFSF13B	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor ligand superfamily member 13B
K05151	TNFRSF13C	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor receptor superfamily member 13C
K07210	IKBKG	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	inhibitor of nuclear factor kappa-B kinase subunit gamma
K04467	IKBKA	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.10	inhibitor of nuclear factor kappa-B kinase subunit alpha
K07209	IKBKB	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.10	inhibitor of nuclear factor kappa-B kinase subunit beta
K16065	PIAS4	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	E3 SUMO-protein ligase PIAS4 [EC:6.3.2.-]
K10577	UBE2I	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	6.3.2.19	ubiquitin-conjugating enzyme E2 I
K04728	ATM	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.1	ataxia telangiectasia mutated family protein
K10130	LRDD	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	leucine-rich repeats and death domain-containing protein
K16072	ERC1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	ELKS/RAB6-interacting/CAST family member 1
K04734	NFKBIA	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	NF-kappa-B inhibitor alpha
K02580	NFKB1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	nuclear factor NF-kappa-B p105 subunit
K04735	RELA	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	transcription factor p65
K04724	CFLAR	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	CASP8 and FADD-like apoptosis regulator
K04725	XIAP	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	E3 ubiquitin-protein ligase XIAP
K04570	BCL2L1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	BCL2-like 1 (apoptosis regulator Bcl-X)
K02161	BCL2	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	apoptosis regulator BCL-2
K03172	TRAF1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	TNF receptor-associated factor 1
K02162	BCL2A1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	hematopoietic BCL2-related protein A1
K04469	NFKB2	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2
K10030	IL8	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	interleukin 8
K11859	TNFAIP3	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	tumor necrosis factor, alpha-induced protein 3 [EC:3.-.-.-]
K11987	PTGS2	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	1.14.99.1	prostaglandin-endoperoxide synthase 2
K12964	CCL4	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	C-C motif chemokine 4
K06527	VCAM1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	vascular cell adhesion molecule 1
K01348	PLAU	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	3.4.21.73	urokinase plasminogen activator
K03097	CSNK2A	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	2.7.11.1	casein kinase II subunit alpha
K03115	CSNK2B	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	casein kinase II subunit beta
K09253	RELB	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	transcription factor RelB
K16595	CCL13	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	C-C motif chemokine 13
K05512	CCL19	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	C-C motif chemokine 19
K16062	CCL21	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	C-C motif chemokine 21
K10031	CXCL12	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	C-X-C motif chemokine 12
K06490	ICAM1	Environmental-Information-Processing	Signal-transduction	NF-kappa-B-signaling-pathway	NA	intercellular adhesion molecule 1
K05405	IL6	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	interleukin 6
K05055	IL6R	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	interleukin 6 receptor
K04692	STAT3	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	signal transducer and activator of transcription 3
K10160	TLR4	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	toll-like receptor 4
K04687	IFNG	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	interferon gamma
K05132	IFNGR1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	interferon gamma receptor 1
K05133	IFNGR2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	interferon gamma receptor 2
K04735	RELA	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	transcription factor p65
K02580	NFKB1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	nuclear factor NF-kappa-B p105 subunit
K04526	INS	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	insulin
K04357	EGF	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	epidermal growth factor
K05459	IGF1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	insulin-like growth factor 1
K04527	INSR	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.10.1	insulin receptor
K04361	EGFR	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.10.1	epidermal growth factor receptor
K05087	IGF1R	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.10.1	insulin-like growth factor 1 receptor
K05083	ERBB2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.10.1	receptor tyrosine-protein kinase erbB-2
K04368	MAP2K1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 1
K04369	MAP2K2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 2
K04371	ERK1_2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.24	extracellular signal-regulated kinase 1/2
K04372	MKNK	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.1	MAP kinase interacting serine/threonine kinase
K00922	PIK3C	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.1.153	phosphatidylinositol-4,5-bisphosphate 3-kinase
K02649	PIK3R	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	phosphoinositide-3-kinase, regulatory subunit
K04456	AKT	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.1	RAC serine/threonine-protein kinase
K07203	FRAP	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	FKBP12-rapamycin complex-associated protein
K07205	EIF4EBP1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	eukaryotic translation initiation factor 4E binding protein 1
K03259	EIF4E	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	translation initiation factor 4E
K04688	RPS6KB	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.1	p70 ribosomal S6 kinase
K02991	RP-S6e	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	small subunit ribosomal protein S6e
K08268	HIF1A	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	hypoxia-inducible factor 1 alpha
K03871	VHL	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	von Hippel-Lindau disease tumor supressor
K03868	RBX1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	RING-box protein 1
K03872	TCEB1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	transcription elongation factor B, polypeptide 1
K03873	TCEB2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	transcription elongation factor B, polypeptide 2
K03870	CUL2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	cullin 2
K09592	EGLN	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	hypoxia-inducible factor prolyl hydroxylase [EC:1.14.11.-]
K09097	ARNT	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	aryl hydrocarbon receptor nuclear translocator
K04498	EP300	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.3.1.48	E1A/CREB-binding protein
K08008	NOX	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	NADPH oxidase
K01116	PLCG1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	3.1.4.11	phosphatidylinositol phospholipase C, gamma-1
K05859	PLCG2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	3.1.4.11	phosphatidylinositol phospholipase C, gamma-2
K02677	CPKC	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.13	classical protein kinase C
K04515	CAMK2	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.11.17	calcium/calmodulin-dependent protein kinase (CaM kinase) II
K16451	TIMP1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	metallopeptidase inhibitor 1
K03159	TNFRSF3	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	lymphotoxin beta receptor TNFR superfamily member 3
K05437	EPO	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	erythropoietin
K14736	TF	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	transferrin
K06503	TFRC	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	transferrin receptor
K05448	VEGFA	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	vascular endothelial growth factor A
K05096	FLT1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	2.7.10.1	FMS-like tyrosine kinase 1
K03982	SERPINE1	Environmental-Information-Processing	Signal-transduction	HIF-1-signaling-pathway	NA	plasminogen activator inhibitor-1
